month,price,carbon,load,solar,net_no_battery,soc,net_battery,actions,actions_kwh
7.0,0.22,0.1707244126403808,2.2758,0.0,2.2758,0.0,2.2758,-0.39510417,-2.2758
8.0,0.22,0.1573190581037597,0.8511666666666671,0.0,0.8511666666666671,0.0,0.8511666666666671,-0.14777198,-0.8511666666666671
8.0,0.22,0.1545025601953125,0.8346000000000005,0.0,0.8346000000000005,0.0,0.8346000000000005,-0.14489584,-0.8346000000000005
8.0,0.22,0.1509448778981933,0.8381666666666678,0.0,0.8381666666666678,0.0,0.8381666666666678,-0.14551504,-0.8381666666666678
8.0,0.22,0.1518198641750488,1.478433333333334,0.0,1.478433333333334,0.0,1.478433333333334,-0.25667244,-1.478433333333334
8.0,0.22,0.1580882182441406,1.2561999999999995,0.0,1.2561999999999995,0.0,1.2561999999999995,-0.21809028,-1.2561999999999995
8.0,0.22,0.1619393621623535,1.869516666666667,0.05801666666666667,1.8115000000000003,0.0,1.8115000000000003,-0.31449652,-1.8115000000000003
8.0,0.22,0.164345968935791,0.8088166666666669,0.4460833333333333,0.3627333333333336,0.0,0.3627333333333336,-0.062974535,-0.3627333333333336
8.0,0.22,0.1909981533635253,0.6159666666666668,1.1058833333333333,-0.48991666666666656,0.0,-0.48991666666666656,0.08505498,0.48991666666666656
8.0,0.22,0.202898866493164,0.6272333333333332,1.8120999999999998,-1.1848666666666667,0.07748877342796572,-0.6405148028055827,0.20570602,1.1848666666666667
8.0,0.22,0.212871689040039,0.6180666666666665,2.42785,-1.8097833333333333,0.26489590523963974,-0.493265395748556,0.3141985,1.8097833333333333
8.0,0.22,0.2257099151513672,0.6451333333333334,2.851,-2.2058666666666666,0.5542114681045907,-0.19499922875186648,0.38296297,2.2058666666666666
8.0,0.22,0.2346078929833984,0.7644333333333331,3.0393000000000003,-2.274866666666667,0.9100349081544322,0.17608893999137143,0.39494213,2.274866666666667
8.0,0.22,0.2428606982099609,1.4323,3.00505,-1.5727500000000003,1.0,-0.9540318257654028,0.0,0.0
8.0,0.22,0.242239251699707,1.9018333333333333,2.7586999999999997,-0.8568666666666664,1.0,-0.8568694850760037,0.0,0.0
8.0,0.22,0.242680302368164,1.7299833333333332,2.3251,-0.5951166666666667,1.0,-0.5951166666795049,0.0,0.0
8.0,0.54,0.2452496696010742,1.3914333333333335,1.6897,-0.29826666666666646,1.0,-0.29826666666666646,-1.0,-5.0
8.0,0.54,0.2461469423500976,1.0301,0.9703999999999999,0.059700000000000086,0.828492413682104,-0.9402999999999998,-0.010364584,-0.059700000000000086
8.0,0.54,0.2427593985805664,1.3838166666666667,0.32896666666666663,1.05485,0.8171164523572064,0.9885170759101998,-0.18313368,-1.05485
8.0,0.54,0.2415094735551758,1.031916666666667,0.024933333333333335,1.0069833333333338,0.6161011697380875,-0.16506486475611135,-0.1748235,-1.0069833333333338
8.0,0.54,0.2435890921015625,3.603983333333334,0.0,3.603983333333334,0.42420802076439507,2.4851210038773996,-0.62569153,-3.603983333333334
8.0,0.22,0.2407391921699218,5.008499999999999,0.0,5.008499999999999,0.0,2.4332228160294758,-0.8680556,-5.0
8.0,0.22,0.229270379796875,3.896216666666666,0.0,3.896216666666666,0.0,3.896216666666666,-0.67642653,-3.896216666666666
8.0,0.22,0.2152947268957519,3.5570833333333325,0.0,3.5570833333333325,0.0,3.5570833333333325,-0.6175492,-3.5570833333333325
8.0,0.22,0.1915788613100585,1.4113333333333344,0.0,1.4113333333333344,0.0,1.4113333333333344,-0.24502315,-1.4113333333333344
8.0,0.22,0.1727136117854004,0.979416666666666,0.0,0.979416666666666,0.0,0.979416666666666,-0.17003761,-0.979416666666666
8.0,0.22,0.1668172895336914,0.9009750000000004,0.0,0.9009750000000004,0.0,0.9009750000000004,-0.15641928,-0.9009750000000004
8.0,0.22,0.1635285398957519,0.9224333333333332,0.0,0.9224333333333332,0.0,0.9224333333333332,-0.16014467,-0.9224333333333332
