month,price,carbon,load,solar,net_no_battery,soc,net_battery,actions,actions_kwh
7.0,0.22,0.1707244126403808,2.81915,0.0,2.81915,0.0,2.81915,-0.48943576,-2.81915
8.0,0.22,0.1573190581037597,1.9281666666666664,0.0,1.9281666666666664,0.0,1.9281666666666664,-0.33475116,-1.9281666666666664
8.0,0.22,0.1545025601953125,0.4758166666666665,0.0,0.4758166666666665,0.0,0.4758166666666665,-0.08260706,-0.4758166666666665
8.0,0.22,0.1509448778981933,0.4582333333333334,0.0,0.4582333333333334,0.0,0.4582333333333334,-0.0795544,-0.4582333333333334
8.0,0.22,0.1518198641750488,0.4460166666666667,0.0,0.4460166666666667,0.0,0.4460166666666667,-0.07743345,-0.4460166666666667
8.0,0.22,0.1580882182441406,0.4658833333333335,0.0,0.4658833333333335,0.0,0.4658833333333335,-0.08088252,-0.4658833333333335
8.0,0.22,0.1619393621623535,0.6710666666666666,0.03393333307902018,0.6371333335876465,0.0,0.6371333335876465,-0.11061343,-0.6371333335876465
8.0,0.22,0.164345968935791,0.8447166666666668,0.1457666672070821,0.6989499994595847,0.0,0.6989499994595847,-0.12134548,-0.6989499994595847
8.0,0.22,0.1909981533635253,2.5932666666666666,0.44069999853769937,2.1525666681289675,0.0,2.1525666681289675,-0.3737095,-2.1525666681289675
8.0,0.22,0.202898866493164,2.700883333333333,1.0118666636149087,1.6890166697184243,0.0,1.6890166697184243,-0.29323205,-1.6890166697184243
8.0,0.22,0.212871689040039,2.0974,1.6427333297729492,0.45466667022705076,0.0,0.45466667022705076,-0.07893518,-0.45466667022705076
8.0,0.22,0.2257099151513672,2.502900000000001,2.2011666717529303,0.30173332824707044,0.0,0.30173332824707044,-0.052384257,-0.30173332824707044
8.0,0.22,0.2346078929833984,2.697933333333333,2.594749994913737,0.10318333841959593,0.0,0.10318333841959593,-0.017913774,-0.10318333841959593
8.0,0.22,0.2428606982099609,2.1056833333333334,2.8011999867757162,-0.6955166534423829,0.0,-0.6955166534423829,0.12074942,0.6955166534423829
8.0,0.22,0.242239251699707,0.1326333333333333,2.819766667683919,-2.6871333343505857,0.11000795835461799,-1.9143370372772213,0.4665162,2.6871333343505857
8.0,0.22,0.242680302368164,0.6999999999999996,2.672850018819173,-1.972850018819173,0.5481359266887433,1.0128518376284976,0.34250867,1.972850018819173
8.0,0.54,0.2452496696010742,0.2069,2.2809166717529297,-2.0740166717529296,0.8646978183433882,0.11803240312750507,-1.0,-5.0
8.0,0.54,0.2461469423500976,1.6474000000000002,1.7028333333333332,-0.055433333333333,0.25430868383879957,-3.7614473496775966,-1.0,-5.0
8.0,0.54,0.2427593985805664,1.086583333333334,0.9261666641235353,0.16041666920979858,0.0,-1.3401268935012003,-0.027850116,-0.16041666920979858
8.0,0.54,0.2415094735551758,0.2216000066666665,0.07168333260218301,0.14991667406448347,0.0,0.14991667406448347,-0.0260272,-0.14991667406448347
8.0,0.54,0.2435890921015625,1.5579333583333332,0.0,1.5579333583333332,0.0,1.5579333583333332,-0.27047455,-1.5579333583333332
8.0,0.22,0.2407391921699218,2.832316666666666,0.0,2.832316666666666,0.0,2.832316666666666,-0.49172163,-2.832316666666666
8.0,0.22,0.229270379796875,0.6387666666666669,0.0,0.6387666666666669,0.0,0.6387666666666669,-0.11089699,-0.6387666666666669
8.0,0.22,0.2152947268957519,0.7265166666666663,0.0,0.7265166666666663,0.0,0.7265166666666663,-0.12613137,-0.7265166666666663
8.0,0.22,0.1915788613100585,2.649125,0.0,2.649125,0.0,2.649125,-0.45991755,-2.649125
8.0,0.22,0.1727136117854004,0.4703166666666666,0.0,0.4703166666666666,0.0,0.4703166666666666,-0.0816522,-0.4703166666666666
8.0,0.22,0.1668172895336914,0.4394500000000002,0.0,0.4394500000000002,0.0,0.4394500000000002,-0.0762934,-0.4394500000000002
8.0,0.22,0.1635285398957519,0.4500499999999997,0.0,0.4500499999999997,0.0,0.4500499999999997,-0.07813368,-0.4500499999999997
8.0,0.22,0.1625312271875,0.8188833333333332,0.0,0.8188833333333332,0.0,0.8188833333333332,-0.14216724,-0.8188833333333332
8.0,0.22,0.1673587400671387,1.1225,0.0,1.1225,0.0,1.1225,-0.19487847,-1.1225
8.0,0.22,0.1707614967763671,1.3846166666666673,0.029633333206176758,1.3549833334604906,0.0,1.3549833334604906,-0.23524016,-1.3549833334604906
8.0,0.22,0.183889502395996,0.4598999999999999,0.1546166664759318,0.3052833335240681,0.0,0.3052833335240681,-0.05300058,-0.3052833335240681
8.0,0.22,0.1978049264521484,0.9788666666666666,0.43361666647593183,0.5452500001907348,0.0,0.5452500001907348,-0.09466146,-0.5452500001907348
8.0,0.22,0.2108287670388183,1.524316666666666,0.9943499997456867,0.5299666669209794,0.0,0.5299666669209794,-0.0920081,-0.5299666669209794
8.0,0.22,0.2233762446647949,1.8559666666666663,1.6041499989827475,0.25181666768391886,0.0,0.25181666768391886,-0.04371817,-0.25181666768391886
8.0,0.22,0.2393086775073242,2.223333333333333,2.1491166712443035,0.07421666208902966,0.0,0.07421666208902966,-0.012884838,-0.07421666208902966
8.0,0.22,0.2447691677241211,2.661716666666666,2.5479500045776367,0.11376666208902941,0.0,0.11376666208902941,-0.019751156,-0.11376666208902941
8.0,0.22,0.2435676361811523,2.869883333333333,2.7500166625976563,0.1198666707356768,0.0,0.1198666707356768,-0.020810185,-0.1198666707356768
8.0,0.22,0.2433008352714843,2.17205,2.7746833394368493,-0.6026333394368493,0.0,-0.6026333394368493,0.10462385,0.6026333394368493
8.0,0.22,0.2491606824584961,1.3411000000000004,2.601916661580404,-1.2608166615804035,0.0953168606243554,-0.5912298791535031,0.21889178,1.2608166615804035
8.0,0.54,0.2508627875458984,1.7706000000000006,2.2488666661580403,-0.4782666661580397,0.2947368169020829,0.9226278110792325,-1.0,-5.0
8.0,0.54,0.2472610998481445,1.7263833333333332,1.6999666798909505,0.026416653442382643,0.0,-1.7126643573764897,-0.0045862244,-0.026416653442382643
8.0,0.54,0.2365138431572265,0.9555666666666665,0.945699997584025,0.009866669082641444,0.0,0.009866669082641444,-0.0017129633,-0.009866669082641444
8.0,0.54,0.2257806089484863,0.1682167132242832,0.07406666700045268,0.09415004622383051,0.0,0.09415004622383051,-0.016345493,-0.09415004622383051
8.0,0.54,0.2217600739992676,0.0630500749999981,0.0,0.0630500749999981,0.0,0.0630500749999981,-0.010946194,-0.0630500749999981
8.0,0.22,0.2180475630119629,0.7734000249999992,0.0,0.7734000249999992,0.0,0.7734000249999992,-0.13427083,-0.7734000249999992
8.0,0.22,0.2063346791623535,2.792933333333333,0.0,2.792933333333333,0.0,2.792933333333333,-0.48488426,-2.792933333333333
8.0,0.22,0.1926318486711425,2.7878499999999997,0.0,2.7878499999999997,0.0,2.7878499999999997,-0.48400173,-2.7878499999999997
8.0,0.22,0.1794455383181152,1.9899,0.0,1.9899,0.0,1.9899,-0.34546876,-1.9899
8.0,0.22,0.1649591791411132,0.4201833333333332,0.0,0.4201833333333332,0.0,0.4201833333333332,-0.07294849,-0.4201833333333332
8.0,0.22,0.1573014365639648,0.4272499999999999,0.0,0.4272499999999999,0.0,0.4272499999999999,-0.07417535,-0.4272499999999999
8.0,0.22,0.1590283751489258,0.4585666666666667,0.0,0.4585666666666667,0.0,0.4585666666666667,-0.07961227,-0.4585666666666667
8.0,0.22,0.1568993387729492,0.4246166666666664,0.0,0.4246166666666664,0.0,0.4246166666666664,-0.07371817,-0.4246166666666664
8.0,0.22,0.1573835227626953,0.4333333333333335,0.0,0.4333333333333335,0.0,0.4333333333333335,-0.075231485,-0.4333333333333335
8.0,0.22,0.1679024746179199,0.6636166666666666,0.03431666668256123,0.6292999999841054,0.0,0.6292999999841054,-0.10925347,-0.6292999999841054
8.0,0.22,0.1787227368083496,1.463166666666667,0.16049999936421713,1.3026666673024498,0.0,1.3026666673024498,-0.22615741,-1.3026666673024498
8.0,0.22,0.2031152252260742,1.008133333333333,0.4298499984741211,0.578283334859212,0.0,0.578283334859212,-0.10039641,-0.578283334859212
8.0,0.22,0.2138146144506836,1.85565,0.9484166628519693,0.9072333371480307,0.0,0.9072333371480307,-0.15750578,-0.9072333371480307
8.0,0.22,0.2155149753793945,1.8997166666666665,1.5141499964396161,0.3855666702270504,0.0,0.3855666702270504,-0.06693866,-0.3855666702270504
8.0,0.22,0.2312306065280761,2.3903500000000006,2.2240833333333336,0.166266666666667,0.0,0.166266666666667,-0.028865742,-0.166266666666667
8.0,0.22,0.2402374281679687,2.5900500000000006,2.606299997965495,-0.016249997965494423,0.0,-0.016249997965494423,0.0028211803,0.016249997965494423
8.0,0.22,0.2455476162016601,2.7788166666666667,2.8132833201090492,-0.03446665344238253,0.0025702175473599053,-0.016411310827446624,0.005983794,0.03446665344238253
8.0,0.22,0.2436962609633789,2.8056000000000005,2.8422166544596354,-0.03661665445963491,0.008021713460866694,0.0016791795021022793,0.006357058,0.03661665445963491
8.0,0.22,0.2456527640541992,2.6097333333333324,2.673783327738444,-0.06404999440511183,0.013813269123362568,-0.023365301029557806,0.01111979,0.06404999440511183
8.0,0.54,0.2490760769194336,1.7813666666666672,2.2995666656494143,-0.518199998982747,0.023943880725183053,-0.44703417811150503,-1.0,-5.0
