Building_0,Building_1,Building_2,Building_3,Building_4
2.2758,2.18875,1.0096232096354177e-07,2.81915,0.7714333333333336
0.8511666666666671,1.3706666666666665,1.0185241699218762e-07,1.9281666666666664,0.5158833333333334
0.8346000000000005,1.1012500000000005,1.0083516438802096e-07,0.4758166666666665,0.5030500000000001
0.8381666666666678,0.5432166666666668,1.0070800781250013e-07,0.4582333333333334,0.5359500000000001
1.478433333333334,0.5428333333333334,1.0159810384114597e-07,0.4460166666666667,0.5126166666666666
1.2561999999999995,1.5124333333333329,9.943644205729169e-08,0.4658833333333335,0.3032166666666665
1.8115000000000003,0.3262500000000001,-0.0272832291165987,0.6371333335876465,0.3785833333333335
0.3627333333333336,0.560616666666667,-0.1366998993615309,0.6989499994595847,0.27475
-0.4899166666666665,1.1194833333333332,-0.0345332986195883,2.1525666681289675,-0.0700833333333337
-1.1848666666666667,0.7503000000000002,-0.8701332377115886,1.6890166697184243,-0.2544833333333332
-1.8097833333333333,1.267583333333333,-1.0727833057403562,0.4546666702270507,-0.1732499999999994
-2.205866666666666,1.005283333333335,-1.4731666666666667,0.3017333282470704,-0.5253500000000009
-2.274866666666667,1.2105166666666665,-0.3956166666666667,0.1031833384195959,-1.5938
-1.5727500000000003,1.3726499999999997,0.2286999999999994,-0.6955166534423829,-1.8104833333333328
-0.8568666666666664,0.9246166666666666,-1.2965666666666666,-2.6871333343505857,-0.1521166666666666
-0.5951166666666667,0.9353333333333332,-1.413883333333333,-1.972850018819173,-0.1090499999999998
-0.2982666666666664,0.2040166666666665,-1.7435500000000002,-2.0740166717529296,-0.13715
0.0597,-0.5724499374389644,-1.6566332377115889,-0.055433333333333,0.0237166666666668
1.05485,-0.6787332465966542,-0.8797332168579101,0.1604166692097985,2.313683333333333
1.0069833333333338,-0.0694166061401367,-0.045599900484085,0.1499166740644834,1.9572666666666667
3.603983333333334,0.358333386739095,1.0118484497070324e-07,1.5579333583333332,1.4988833333333338
5.008499999999999,1.5844999999999996,1.0032653808593765e-07,2.832316666666666,2.606916666666667
3.896216666666666,2.561233333333333,1.0008165639495328e-07,0.6387666666666669,1.2788999999999997
3.5570833333333325,1.434200000000001,1.015007495880128e-07,0.7265166666666663,1.0987000000000002
1.4113333333333344,4.132075,1.0341008504231781e-07,2.649125,1.0609916666666663
0.979416666666666,2.900916666666665,9.99112923940024e-08,0.4703166666666666,0.3062999999999998
0.9009750000000004,2.259783333333333,9.99271869659425e-08,0.4394500000000002,0.5456833333333332
0.9224333333333332,1.4480666666666675,9.971062342325861e-08,0.4500499999999997,0.2999833333333335
0.9104833333333338,1.1343666666666672,9.9929173787435e-08,0.8188833333333332,0.3336666666666667
1.0103,0.3522666666666667,9.969472885131848e-08,1.1225,0.3395999999999998
1.2413000000000003,0.3264000000000002,-0.027316572334369,1.3549833334604906,0.1801499999999997
0.7537833333333335,1.6243166666666655,-0.143283248825868,0.3052833335240681,-0.1801333333333331
0.1457666666666663,0.2266666666666666,-0.1086332862854003,0.5452500001907348,-0.6600333333333331
-0.7048833333333335,1.5835333333333343,0.1846499999999998,0.5299666669209794,-0.9652333333333332
-1.7084666666666664,0.5572500000000002,-0.6579499966939294,0.2518166676839188,-0.8354333333333326
-2.1271500000000003,1.408533333333334,-1.5727832907358796,0.0742166620890296,-0.9511666666666668
-2.35845,-0.4030833262125657,-1.6507499908447263,0.1137666620890294,-0.8247166666666665
-1.7897166666666666,-1.1492833137512202,-0.5693166666666667,0.1198666707356768,-0.757983333333334
-1.2810833333333338,-1.25429994684855,2.117849999999998,-0.6026333394368493,-0.4961666666666662
-1.4229666666666667,0.8775000045776369,0.5488000000000013,-1.2608166615804035,0.3179333333333333
-0.9163333333333332,0.4635999999999995,0.5936000000000011,-0.4782666661580397,1.0302166666666668
1.9685666666666648,-0.6760333028157558,0.8473500000000004,0.0264166534423826,2.1803
2.122933333333333,-0.5531666325887044,2.5400333351135256,0.0098666690826414,2.5640333333333336
5.236399999999998,1.3147667096455893,-0.0427498996575673,0.0941500462238305,1.4138666666666664
5.192933333333331,9.918212890625013e-08,1.0041991869608576e-07,0.0630500749999981,1.5249166666666665
3.931883333333332,9.752909342447929e-08,1.0274251302083345e-07,0.7734000249999992,2.2621000000000007
1.89485,9.918212890625013e-08,9.860992431640641e-08,2.792933333333333,1.22525
1.3533666666666673,9.918212890625013e-08,1.0003050168355317e-07,2.78785,0.5896333333333336
1.7904500000000003,9.918212890625013e-08,9.983380635579437e-08,1.9899,0.5639583333333329
0.9643333333333344,9.918212890625013e-08,9.98377799987794e-08,0.4201833333333332,0.5083000000000001
0.9697833333333344,9.918212890625013e-08,9.991327921549485e-08,0.4272499999999999,0.5797333333333331
0.9800333333333334,9.918212890625013e-08,1.0035037994384777e-07,0.4585666666666667,0.7044499999999998
0.9736833333333332,9.918212890625013e-08,9.991327921549489e-08,0.4246166666666664,0.2959
1.41885,9.918212890625013e-08,9.97424125671388e-08,0.4333333333333335,0.5114333333333334
1.7586333333333335,-0.0260499003092447,-0.03541656721433,0.6292999999841054,0.3073833333333332
0.9831500000000002,-0.1169332425435384,-0.1531498950004577,1.3026666673024498,-0.2128999999999998
-0.1322166666666668,-0.0633499603271484,-0.3121999387105307,0.578283334859212,-1.11845
-0.2520666666666664,0.4560833491007489,-0.6269665751139324,0.9072333371480308,-1.3479666666666663
-0.4393000000000011,1.2065666666666668,-0.7685833315531413,0.3855666702270504,-1.7055000000000002
-0.2669333333333333,-0.7934999898274735,-1.2674000000000003,0.166266666666667,-1.8158833333333328
-0.6894833333333328,-0.97675,-1.5938166666666669,-0.0162499979654944,-2.0557666666666665
-1.268216666666667,0.5550000000000013,-0.5027999999999999,-0.0344666534423826,-1.5636500000000002
-0.7750499999999994,0.3495666666666668,3.334049999999998,-0.0366166544596349,-0.6077833333333333
-1.2819499999999997,1.433833333333333,1.0019333333333336,-0.0640499944051117,0.5155833333333338
-1.0071333333333334,1.1282499999999995,2.235583333333332,-0.518199998982747,0.8833833333333329
-0.3184833333333348,0.3760333516438807,3.000933333333333,-0.4649833267211918,1.8576333333333328
1.9378166666666663,-0.6343499455769858,-0.6471498900095626,-0.0267333299001059,1.572841666666667
1.548716666666667,-0.0753165678660074,-0.032133232786258,0.1031833784263858,2.986533333333333
4.687783333333335,9.918212890625013e-08,1.0210673014322929e-07,0.1325167116666655,2.148983333333333
4.039583333333331,9.918212890625013e-08,1.0388692220052093e-07,2.266483333333333,1.258433333333333
2.9469,9.918212890625013e-08,1.0380065905337697e-07,1.2790166666666674,1.54655
2.2459,9.918212890625013e-08,9.93890855170322e-08,2.04115,2.109466666666666
0.9128833333333334,9.918212890625013e-08,9.918212890625013e-08,1.9320750000000009,0.2900833333333334
0.8333499999999993,9.918212890625013e-08,9.974158274417289e-08,0.4297999999999999,0.2915999999999997
0.8092999999999991,9.918212890625013e-08,9.964903195699065e-08,0.4625499999999999,0.2924666666666667
0.8260499999999993,9.918212890625013e-08,9.961525599161797e-08,0.4223666666666666,0.3304333333333332
0.8205666666666662,9.921391805013033e-08,9.783109029134129e-08,0.4321833333333333,0.3169333333333332
1.213833333333333,0.1669000562191009,1.4453000483036038,0.5109833333333335,0.28945
0.7340333333333336,0.3558166666666666,2.6539,2.7018666666189826,0.2668666666666666
0.3814166666666667,0.2804166666666672,1.0421333333333334,0.9562500006675728,-0.2656833333333334
-0.3454833333333331,0.1130500000000001,1.0777833333333335,0.3201166679382327,-0.4951499999999998
-0.7001833333333336,0.1206833333333334,0.314516666666667,0.2006333307902023,-1.169716666666667
-1.1627166666666668,-0.1892999999999995,-0.2766500000000005,-0.0005333433787022,-1.681383333333333
-2.2797,-1.4813333333333327,-0.6490833333333335,-0.0217000061035159,-1.6299333333333332
-2.495883333333333,-0.45475,-0.4377166666666663,-0.0112833251953118,-1.6782166666666671
-1.4628333333333337,-0.0746333333333327,-0.3356333333333327,-0.0156000183105481,-0.3047500000000005
-1.3545666666666667,0.3742833333333339,0.1515333333333325,-0.6425499959309893,0.8012333333333331
-1.7587166666666671,0.335166666666667,0.3600999999999991,-0.9832833424886076,-0.269233333333333
-0.9563166666666664,0.7082500000000012,-1.7717,-0.5117166707356775,0.4801333333333338
0.8904166666666665,1.0616000000000003,-0.99,0.0091166702270504,1.854583333333334
3.944066666666668,1.6046166666666666,-0.4190499999999999,-0.019316666793823,1.9489333333333327
4.272350000000001,2.1761666666666657,2.625900000000001,0.5294000175544985,2.133583333333333
4.10335,2.139533333333332,0.666016666666667,0.1109667416666647,1.30445
2.7808,2.7544666666666666,0.670466666666667,0.3722333849999987,2.2229
2.1478833333333327,2.7236166666666675,0.5344,1.919700000000001,1.7179666666666675
1.981216666666667,1.348633333333333,1.3674333333333335,1.947533333333333,1.174666666666667
1.1093833333333332,1.3118583333333325,3.377866666666664,2.802733333333333,0.879033333333333
1.0117666666666667,0.3242833333333334,1.7623833333333332,0.4857666666666666,0.5301833416666666
2.189766666666667,1.0728166666666674,2.513716666666668,0.4262333333333333,0.3460000216666662
2.181633333333333,0.3232500000000002,1.1891333333333336,0.4451666666666666,0.4352166849999994
1.7153499999999997,0.3268666666666669,1.3774500000000005,0.8184833333333332,0.2863
0.993433333333333,0.3208500000000002,0.6808333333333334,0.4964666666666665,0.3101166666666667
1.872883333333334,0.3662166666666666,0.5479166666666669,1.303833333269755,0.1994999999999999
0.4355833333333329,0.9194,0.8658666666666665,1.497849999777475,-0.0766833333333329
-0.3769499999999999,1.2317999999999998,0.3067833333333336,1.715583332125345,-0.3966166666666668
-0.9789,0.7959833333333326,-0.1431333333333325,1.0061833292643223,-0.672516666666667
-1.6889999999999992,0.5390666666666664,-0.0668833333333342,0.3953999923706051,-0.9455833333333328
-2.1654500000000003,-0.1432333333333333,-1.4929666666666657,0.0169333404541021,-1.1529
-2.3531166666666667,1.782399999999999,-0.7102166666666669,0.0362833348592124,-0.3778166666666667
-2.400991666666667,1.673933333333331,0.2223333333333332,-0.009600003051756,-0.1546666666666654
-2.1421,0.6040166666666669,1.0018166666666672,-1.1209999989827473,-1.11895
-1.725616666666667,0.5716333333333337,1.1416166666666665,-0.72315,-0.1246666666666662
-1.0640833333333335,-0.7249166666666664,1.0347166666666674,-0.3240666646321604,-0.2285333333333334
0.0337666666666665,0.3862166666666669,1.4238000000000006,-0.6295666463216145,0.880466666666667
2.415083333333333,1.9185333211263025,2.260649999999999,-0.1266499998728431,2.1082
2.031416666666666,1.1923166666666658,0.6651083333333336,-0.0371499080654925,1.7875333333333328
3.058033333333334,0.5166166666666665,0.6569500000000003,9.999999747378741e-08,2.596033333333333
3.622099999999999,0.523083333333333,0.898916666666666,0.1550167033333324,2.5412000000000003
