month,price,carbon,load,solar,net_no_battery,soc,net_battery,actions,actions_kwh
7.0,0.22,0.1707244126403808,2.18875,0.0,2.18875,0.0,2.18875,-0.37999132,-2.18875
8.0,0.22,0.1573190581037597,1.3706666666666665,0.0,1.3706666666666665,0.0,1.3706666666666665,-0.23796296,-1.3706666666666665
8.0,0.22,0.1545025601953125,1.1012500000000005,0.0,1.1012500000000005,0.0,1.1012500000000005,-0.19118923,-1.1012500000000005
8.0,0.22,0.1509448778981933,0.5432166666666668,0.0,0.5432166666666668,0.0,0.5432166666666668,-0.09430845,-0.5432166666666668
8.0,0.22,0.1518198641750488,0.5428333333333334,0.0,0.5428333333333334,0.0,0.5428333333333334,-0.094241895,-0.5428333333333334
8.0,0.22,0.1580882182441406,1.5124333333333329,0.0,1.5124333333333329,0.0,1.5124333333333329,-0.26257524,-1.5124333333333329
8.0,0.22,0.1619393621623535,0.3486833333333335,0.022433333333333333,0.32625000000000015,0.0,0.32625000000000015,-0.056640625,-0.32625000000000015
8.0,0.22,0.164345968935791,0.678616666666667,0.118,0.560616666666667,0.0,0.560616666666667,-0.09732928,-0.560616666666667
8.0,0.22,0.1909981533635253,1.5065,0.3870166666666667,1.1194833333333332,0.0,1.1194833333333332,-0.19435474,-1.1194833333333332
8.0,0.22,0.202898866493164,1.652116666666667,0.9018166666666667,0.7503000000000002,0.0,0.7503000000000002,-0.13026042,-0.7503000000000002
8.0,0.22,0.212871689040039,2.734783333333333,1.4672,1.267583333333333,0.0,1.267583333333333,-0.22006655,-1.267583333333333
8.0,0.22,0.2257099151513672,2.9716666666666685,1.9663833333333334,1.005283333333335,0.0,1.005283333333335,-0.17452836,-1.005283333333335
8.0,0.22,0.2346078929833984,3.526,2.3154833333333333,1.2105166666666665,0.0,1.2105166666666665,-0.21015914,-1.2105166666666665
8.0,0.22,0.2428606982099609,3.872033333333333,2.4993833333333333,1.3726499999999997,0.0,1.3726499999999997,-0.2383073,-1.3726499999999997
8.0,0.22,0.242239251699707,3.4493666666666667,2.52475,0.9246166666666666,0.0,0.9246166666666666,-0.16052373,-0.9246166666666666
8.0,0.22,0.242680302368164,3.336416666666667,2.4010833333333337,0.9353333333333333,0.0,0.9353333333333333,-0.16238426,-0.9353333333333333
8.0,0.54,0.2452496696010742,2.2620666666666667,2.05805,0.2040166666666665,0.0,0.2040166666666665,-0.03541956,-0.2040166666666665
8.0,0.54,0.2461469423500976,0.9674500625610356,1.5399,-0.5724499374389644,0.0,-0.5724499374389644,-1.0,-5.0
8.0,0.54,0.2427593985805664,0.1619500867366789,0.8406833333333331,-0.6787332465966542,0.0,-0.6787332465966542,-1.0,-5.0
